,year,category,winner,entity,award
1413,1977,ACTOR IN A SUPPORTING ROLE,False,Maximilian Schell,academy_award
1414,1978,ACTOR IN A SUPPORTING ROLE,False,Bruce Dern,academy_award
1415,1978,ACTOR IN A SUPPORTING ROLE,False,Richard Farnsworth,academy_award
1416,1978,ACTOR IN A SUPPORTING ROLE,False,John Hurt,academy_award
1417,1978,ACTOR IN A SUPPORTING ROLE,True,Christopher Walken,academy_award
1418,1978,ACTOR IN A SUPPORTING ROLE,False,Jack Warden,academy_award
1419,1979,ACTOR IN A SUPPORTING ROLE,True,Melvyn Douglas,academy_award
1420,1979,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall,academy_award
1421,1979,ACTOR IN A SUPPORTING ROLE,False,Frederic Forrest,academy_award
1422,1979,ACTOR IN A SUPPORTING ROLE,False,Justin Henry,academy_award
1423,1979,ACTOR IN A SUPPORTING ROLE,False,Mickey Rooney,academy_award
1424,1980,ACTOR IN A SUPPORTING ROLE,False,Judd Hirsch,academy_award
1425,1980,ACTOR IN A SUPPORTING ROLE,True,Timothy Hutton,academy_award
1426,1980,ACTOR IN A SUPPORTING ROLE,False,Michael O'Keefe,academy_award
1427,1980,ACTOR IN A SUPPORTING ROLE,False,Joe Pesci,academy_award
1428,1980,ACTOR IN A SUPPORTING ROLE,False,Jason Robards,academy_award
1429,1981,ACTOR IN A SUPPORTING ROLE,False,James Coco,academy_award
1430,1981,ACTOR IN A SUPPORTING ROLE,True,John Gielgud,academy_award
1431,1981,ACTOR IN A SUPPORTING ROLE,False,Ian Holm,academy_award
1432,1981,ACTOR IN A SUPPORTING ROLE,False,Jack Nicholson,academy_award
1433,1981,ACTOR IN A SUPPORTING ROLE,False,"Howard E. Rollins, Jr.",academy_award
1434,1982,ACTOR IN A SUPPORTING ROLE,False,Charles Durning,academy_award
1435,1982,ACTOR IN A SUPPORTING ROLE,True,"Louis Gossett, Jr.",academy_award
1436,1982,ACTOR IN A SUPPORTING ROLE,False,John Lithgow,academy_award
1437,1982,ACTOR IN A SUPPORTING ROLE,False,James Mason,academy_award
1438,1982,ACTOR IN A SUPPORTING ROLE,False,Robert Preston,academy_award
1439,1983,ACTOR IN A SUPPORTING ROLE,False,Charles Durning,academy_award
1440,1983,ACTOR IN A SUPPORTING ROLE,False,John Lithgow,academy_award
1441,1983,ACTOR IN A SUPPORTING ROLE,True,Jack Nicholson,academy_award
1442,1983,ACTOR IN A SUPPORTING ROLE,False,Sam Shepard,academy_award
1443,1983,ACTOR IN A SUPPORTING ROLE,False,Rip Torn,academy_award
1444,1984,ACTOR IN A SUPPORTING ROLE,False,Adolph Caesar,academy_award
1445,1984,ACTOR IN A SUPPORTING ROLE,False,John Malkovich,academy_award
1446,1984,ACTOR IN A SUPPORTING ROLE,False,Noriyuki 'Pat' Morita,academy_award
1447,1984,ACTOR IN A SUPPORTING ROLE,True,Haing S. Ngor,academy_award
1448,1984,ACTOR IN A SUPPORTING ROLE,False,Ralph Richardson,academy_award
1449,1985,ACTOR IN A SUPPORTING ROLE,True,Don Ameche,academy_award
1450,1985,ACTOR IN A SUPPORTING ROLE,False,Klaus Maria Brandauer,academy_award
1451,1985,ACTOR IN A SUPPORTING ROLE,False,William Hickey,academy_award
1452,1985,ACTOR IN A SUPPORTING ROLE,False,Robert Loggia,academy_award
1453,1985,ACTOR IN A SUPPORTING ROLE,False,Eric Roberts,academy_award
1454,1986,ACTOR IN A SUPPORTING ROLE,False,Tom Berenger,academy_award
1455,1986,ACTOR IN A SUPPORTING ROLE,True,Michael Caine,academy_award
1456,1986,ACTOR IN A SUPPORTING ROLE,False,Willem Dafoe,academy_award
1457,1986,ACTOR IN A SUPPORTING ROLE,False,Denholm Elliott,academy_award
1458,1986,ACTOR IN A SUPPORTING ROLE,False,Dennis Hopper,academy_award
1459,1987,ACTOR IN A SUPPORTING ROLE,False,Albert Brooks,academy_award
1460,1987,ACTOR IN A SUPPORTING ROLE,True,Sean Connery,academy_award
1461,1987,ACTOR IN A SUPPORTING ROLE,False,Morgan Freeman,academy_award
1462,1987,ACTOR IN A SUPPORTING ROLE,False,Vincent Gardenia,academy_award
1463,1987,ACTOR IN A SUPPORTING ROLE,False,Denzel Washington,academy_award
1464,1988,ACTOR IN A SUPPORTING ROLE,False,Alec Guinness,academy_award
1465,1988,ACTOR IN A SUPPORTING ROLE,True,Kevin Kline,academy_award
1466,1988,ACTOR IN A SUPPORTING ROLE,False,Martin Landau,academy_award
1467,1988,ACTOR IN A SUPPORTING ROLE,False,River Phoenix,academy_award
1468,1988,ACTOR IN A SUPPORTING ROLE,False,Dean Stockwell,academy_award
1469,1989,ACTOR IN A SUPPORTING ROLE,False,Danny Aiello,academy_award
1470,1989,ACTOR IN A SUPPORTING ROLE,False,Dan Aykroyd,academy_award
1471,1989,ACTOR IN A SUPPORTING ROLE,False,Marlon Brando,academy_award
1472,1989,ACTOR IN A SUPPORTING ROLE,False,Martin Landau,academy_award
1473,1989,ACTOR IN A SUPPORTING ROLE,True,Denzel Washington,academy_award
1474,1990,ACTOR IN A SUPPORTING ROLE,False,Bruce Davison,academy_award
1475,1990,ACTOR IN A SUPPORTING ROLE,False,Andy Garcia,academy_award
1476,1990,ACTOR IN A SUPPORTING ROLE,False,Graham Greene,academy_award
1477,1990,ACTOR IN A SUPPORTING ROLE,False,Al Pacino,academy_award
1478,1990,ACTOR IN A SUPPORTING ROLE,True,Joe Pesci,academy_award
1479,1991,ACTOR IN A SUPPORTING ROLE,False,Tommy Lee Jones,academy_award
1480,1991,ACTOR IN A SUPPORTING ROLE,False,Harvey Keitel,academy_award
1481,1991,ACTOR IN A SUPPORTING ROLE,False,Ben Kingsley,academy_award
1482,1991,ACTOR IN A SUPPORTING ROLE,False,Michael Lerner,academy_award
1483,1991,ACTOR IN A SUPPORTING ROLE,True,Jack Palance,academy_award
1484,1992,ACTOR IN A SUPPORTING ROLE,False,Jaye Davidson,academy_award
1485,1992,ACTOR IN A SUPPORTING ROLE,True,Gene Hackman,academy_award
1486,1992,ACTOR IN A SUPPORTING ROLE,False,Jack Nicholson,academy_award
1487,1992,ACTOR IN A SUPPORTING ROLE,False,Al Pacino,academy_award
1488,1992,ACTOR IN A SUPPORTING ROLE,False,David Paymer,academy_award
1489,1993,ACTOR IN A SUPPORTING ROLE,False,Leonardo DiCaprio,academy_award
1490,1993,ACTOR IN A SUPPORTING ROLE,False,Ralph Fiennes,academy_award
1491,1993,ACTOR IN A SUPPORTING ROLE,True,Tommy Lee Jones,academy_award
1492,1993,ACTOR IN A SUPPORTING ROLE,False,John Malkovich,academy_award
1493,1993,ACTOR IN A SUPPORTING ROLE,False,Pete Postlethwaite,academy_award
1494,1994,ACTOR IN A SUPPORTING ROLE,False,Samuel L. Jackson,academy_award
1495,1994,ACTOR IN A SUPPORTING ROLE,True,Martin Landau,academy_award
1496,1994,ACTOR IN A SUPPORTING ROLE,False,Chazz Palminteri,academy_award
1497,1994,ACTOR IN A SUPPORTING ROLE,False,Paul Scofield,academy_award
1498,1994,ACTOR IN A SUPPORTING ROLE,False,Gary Sinise,academy_award
1499,1995,ACTOR IN A SUPPORTING ROLE,False,James Cromwell,academy_award
1500,1995,ACTOR IN A SUPPORTING ROLE,False,Ed Harris,academy_award
1501,1995,ACTOR IN A SUPPORTING ROLE,False,Brad Pitt,academy_award
1502,1995,ACTOR IN A SUPPORTING ROLE,False,Tim Roth,academy_award
1503,1995,ACTOR IN A SUPPORTING ROLE,True,Kevin Spacey,academy_award
1504,1996,ACTOR IN A SUPPORTING ROLE,True,"Cuba Gooding, Jr.",academy_award
1505,1996,ACTOR IN A SUPPORTING ROLE,False,William H. Macy,academy_award
1506,1996,ACTOR IN A SUPPORTING ROLE,False,Armin Mueller-Stahl,academy_award
1507,1996,ACTOR IN A SUPPORTING ROLE,False,Edward Norton,academy_award
1508,1996,ACTOR IN A SUPPORTING ROLE,False,James Woods,academy_award
1509,1997,ACTOR IN A SUPPORTING ROLE,False,Robert Forster,academy_award
1510,1997,ACTOR IN A SUPPORTING ROLE,False,Anthony Hopkins,academy_award
1511,1997,ACTOR IN A SUPPORTING ROLE,False,Greg Kinnear,academy_award
1512,1997,ACTOR IN A SUPPORTING ROLE,False,Burt Reynolds,academy_award
1513,1997,ACTOR IN A SUPPORTING ROLE,True,Robin Williams,academy_award
1514,1998,ACTOR IN A SUPPORTING ROLE,True,James Coburn,academy_award
1515,1998,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall,academy_award
1516,1998,ACTOR IN A SUPPORTING ROLE,False,Ed Harris,academy_award
1517,1998,ACTOR IN A SUPPORTING ROLE,False,Geoffrey Rush,academy_award
1518,1998,ACTOR IN A SUPPORTING ROLE,False,Billy Bob Thornton,academy_award
1519,1999,ACTOR IN A SUPPORTING ROLE,True,Michael Caine,academy_award
1520,1999,ACTOR IN A SUPPORTING ROLE,False,Tom Cruise,academy_award
1521,1999,ACTOR IN A SUPPORTING ROLE,False,Michael Clarke Duncan,academy_award
1522,1999,ACTOR IN A SUPPORTING ROLE,False,Jude Law,academy_award
1523,1999,ACTOR IN A SUPPORTING ROLE,False,Haley Joel Osment,academy_award
1524,2000,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges,academy_award
1525,2000,ACTOR IN A SUPPORTING ROLE,False,Willem Dafoe,academy_award
1526,2000,ACTOR IN A SUPPORTING ROLE,True,Benicio Del Toro,academy_award
1527,2000,ACTOR IN A SUPPORTING ROLE,False,Albert Finney,academy_award
1528,2000,ACTOR IN A SUPPORTING ROLE,False,Joaquin Phoenix,academy_award
1529,2001,ACTOR IN A SUPPORTING ROLE,True,Jim Broadbent,academy_award
1530,2001,ACTOR IN A SUPPORTING ROLE,False,Ethan Hawke,academy_award
1531,2001,ACTOR IN A SUPPORTING ROLE,False,Ben Kingsley,academy_award
1532,2001,ACTOR IN A SUPPORTING ROLE,False,Ian McKellen,academy_award
1533,2001,ACTOR IN A SUPPORTING ROLE,False,Jon Voight,academy_award
1534,2002,ACTOR IN A SUPPORTING ROLE,True,Chris Cooper,academy_award
1535,2002,ACTOR IN A SUPPORTING ROLE,False,Ed Harris,academy_award
1536,2002,ACTOR IN A SUPPORTING ROLE,False,Paul Newman,academy_award
1537,2002,ACTOR IN A SUPPORTING ROLE,False,John C. Reilly,academy_award
1538,2002,ACTOR IN A SUPPORTING ROLE,False,Christopher Walken,academy_award
1539,2003,ACTOR IN A SUPPORTING ROLE,False,Alec Baldwin,academy_award
1540,2003,ACTOR IN A SUPPORTING ROLE,False,Benicio Del Toro,academy_award
1541,2003,ACTOR IN A SUPPORTING ROLE,False,Djimon Hounsou,academy_award
1542,2003,ACTOR IN A SUPPORTING ROLE,True,Tim Robbins,academy_award
1543,2003,ACTOR IN A SUPPORTING ROLE,False,Ken Watanabe,academy_award
1544,2004,ACTOR IN A SUPPORTING ROLE,False,Alan Alda,academy_award
1545,2004,ACTOR IN A SUPPORTING ROLE,False,Thomas Haden Church,academy_award
1546,2004,ACTOR IN A SUPPORTING ROLE,False,Jamie Foxx,academy_award
1547,2004,ACTOR IN A SUPPORTING ROLE,True,Morgan Freeman,academy_award
1548,2004,ACTOR IN A SUPPORTING ROLE,False,Clive Owen,academy_award
1549,2005,ACTOR IN A SUPPORTING ROLE,True,George Clooney,academy_award
1550,2005,ACTOR IN A SUPPORTING ROLE,False,Matt Dillon,academy_award
1551,2005,ACTOR IN A SUPPORTING ROLE,False,Paul Giamatti,academy_award
1552,2005,ACTOR IN A SUPPORTING ROLE,False,Jake Gyllenhaal,academy_award
1553,2005,ACTOR IN A SUPPORTING ROLE,False,William Hurt,academy_award
1554,2006,ACTOR IN A SUPPORTING ROLE,True,Alan Arkin,academy_award
1555,2006,ACTOR IN A SUPPORTING ROLE,False,Jackie Earle Haley,academy_award
1556,2006,ACTOR IN A SUPPORTING ROLE,False,Djimon Hounsou,academy_award
1557,2006,ACTOR IN A SUPPORTING ROLE,False,Eddie Murphy,academy_award
1558,2006,ACTOR IN A SUPPORTING ROLE,False,Mark Wahlberg,academy_award
1559,2007,ACTOR IN A SUPPORTING ROLE,False,Casey Affleck,academy_award
1560,2007,ACTOR IN A SUPPORTING ROLE,True,Javier Bardem,academy_award
1561,2007,ACTOR IN A SUPPORTING ROLE,False,Philip Seymour Hoffman,academy_award
1562,2007,ACTOR IN A SUPPORTING ROLE,False,Hal Holbrook,academy_award
1563,2007,ACTOR IN A SUPPORTING ROLE,False,Tom Wilkinson,academy_award
1564,2008,ACTOR IN A SUPPORTING ROLE,False,Josh Brolin,academy_award
1565,2008,ACTOR IN A SUPPORTING ROLE,False,Robert Downey Jr.,academy_award
1566,2008,ACTOR IN A SUPPORTING ROLE,False,Philip Seymour Hoffman,academy_award
1567,2008,ACTOR IN A SUPPORTING ROLE,True,Heath Ledger,academy_award
1568,2008,ACTOR IN A SUPPORTING ROLE,False,Michael Shannon,academy_award
1569,2009,ACTOR IN A SUPPORTING ROLE,False,Matt Damon,academy_award
1570,2009,ACTOR IN A SUPPORTING ROLE,False,Woody Harrelson,academy_award
1571,2009,ACTOR IN A SUPPORTING ROLE,False,Christopher Plummer,academy_award
1572,2009,ACTOR IN A SUPPORTING ROLE,False,Stanley Tucci,academy_award
1573,2009,ACTOR IN A SUPPORTING ROLE,True,Christoph Waltz,academy_award
1574,2010,ACTOR IN A SUPPORTING ROLE,True,Christian Bale,academy_award
1575,2010,ACTOR IN A SUPPORTING ROLE,False,John Hawkes,academy_award
1576,2010,ACTOR IN A SUPPORTING ROLE,False,Jeremy Renner,academy_award
1577,2010,ACTOR IN A SUPPORTING ROLE,False,Mark Ruffalo,academy_award
1578,2010,ACTOR IN A SUPPORTING ROLE,False,Geoffrey Rush,academy_award
1579,2011,ACTOR IN A SUPPORTING ROLE,False,Kenneth Branagh,academy_award
1580,2011,ACTOR IN A SUPPORTING ROLE,False,Jonah Hill,academy_award
1581,2011,ACTOR IN A SUPPORTING ROLE,False,Nick Nolte,academy_award
1582,2011,ACTOR IN A SUPPORTING ROLE,True,Christopher Plummer,academy_award
1583,2011,ACTOR IN A SUPPORTING ROLE,False,Max von Sydow,academy_award
1584,2012,ACTOR IN A SUPPORTING ROLE,False,Alan Arkin,academy_award
1585,2012,ACTOR IN A SUPPORTING ROLE,False,Robert De Niro,academy_award
1586,2012,ACTOR IN A SUPPORTING ROLE,False,Philip Seymour Hoffman,academy_award
1587,2012,ACTOR IN A SUPPORTING ROLE,False,Tommy Lee Jones,academy_award
1588,2012,ACTOR IN A SUPPORTING ROLE,True,Christoph Waltz,academy_award
1589,2013,ACTOR IN A SUPPORTING ROLE,False,Barkhad Abdi,academy_award
1590,2013,ACTOR IN A SUPPORTING ROLE,False,Bradley Cooper,academy_award
1591,2013,ACTOR IN A SUPPORTING ROLE,False,Michael Fassbender,academy_award
1592,2013,ACTOR IN A SUPPORTING ROLE,False,Jonah Hill,academy_award
1593,2013,ACTOR IN A SUPPORTING ROLE,True,Jared Leto,academy_award
1594,2014,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall,academy_award
1595,2014,ACTOR IN A SUPPORTING ROLE,False,Ethan Hawke,academy_award
1596,2014,ACTOR IN A SUPPORTING ROLE,False,Edward Norton,academy_award
1597,2014,ACTOR IN A SUPPORTING ROLE,False,Mark Ruffalo,academy_award
1598,2014,ACTOR IN A SUPPORTING ROLE,True,J.K. Simmons,academy_award
1599,2015,ACTOR IN A SUPPORTING ROLE,False,Christian Bale,academy_award
1600,2015,ACTOR IN A SUPPORTING ROLE,False,Tom Hardy,academy_award
1601,2015,ACTOR IN A SUPPORTING ROLE,False,Mark Ruffalo,academy_award
1602,2015,ACTOR IN A SUPPORTING ROLE,True,Mark Rylance,academy_award
1603,2015,ACTOR IN A SUPPORTING ROLE,False,Sylvester Stallone,academy_award
1604,2016,ACTOR IN A SUPPORTING ROLE,True,Mahershala Ali,academy_award
1605,2016,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges,academy_award
1606,2016,ACTOR IN A SUPPORTING ROLE,False,Lucas Hedges,academy_award
1607,2016,ACTOR IN A SUPPORTING ROLE,False,Dev Patel,academy_award
1608,2016,ACTOR IN A SUPPORTING ROLE,False,Michael Shannon,academy_award
1609,2017,ACTOR IN A SUPPORTING ROLE,False,Willem Dafoe,academy_award
1610,2017,ACTOR IN A SUPPORTING ROLE,False,Woody Harrelson,academy_award
1611,2017,ACTOR IN A SUPPORTING ROLE,False,Richard Jenkins,academy_award
1612,2017,ACTOR IN A SUPPORTING ROLE,False,Christopher Plummer,academy_award
1613,2017,ACTOR IN A SUPPORTING ROLE,True,Sam Rockwell,academy_award
1614,1936,ACTRESS IN A SUPPORTING ROLE,False,Beulah Bondi,academy_award
1615,1936,ACTRESS IN A SUPPORTING ROLE,False,Alice Brady,academy_award
1616,1936,ACTRESS IN A SUPPORTING ROLE,False,Bonita Granville,academy_award
1617,1936,ACTRESS IN A SUPPORTING ROLE,False,Maria Ouspenskaya,academy_award
1618,1936,ACTRESS IN A SUPPORTING ROLE,True,Gale Sondergaard,academy_award
1619,1937,ACTRESS IN A SUPPORTING ROLE,True,Alice Brady,academy_award
1620,1937,ACTRESS IN A SUPPORTING ROLE,False,Andrea Leeds,academy_award
1621,1937,ACTRESS IN A SUPPORTING ROLE,False,Anne Shirley,academy_award
1622,1937,ACTRESS IN A SUPPORTING ROLE,False,Claire Trevor,academy_award
1623,1937,ACTRESS IN A SUPPORTING ROLE,False,Dame May Whitty,academy_award
1624,1938,ACTRESS IN A SUPPORTING ROLE,True,Fay Bainter,academy_award
1625,1938,ACTRESS IN A SUPPORTING ROLE,False,Beulah Bondi,academy_award
1626,1938,ACTRESS IN A SUPPORTING ROLE,False,Billie Burke,academy_award
1627,1938,ACTRESS IN A SUPPORTING ROLE,False,Spring Byington,academy_award
1628,1938,ACTRESS IN A SUPPORTING ROLE,False,Miliza Korjus,academy_award
1629,1939,ACTRESS IN A SUPPORTING ROLE,False,Olivia de Havilland,academy_award
1630,1939,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Fitzgerald,academy_award
1631,1939,ACTRESS IN A SUPPORTING ROLE,True,Hattie McDaniel,academy_award
1632,1939,ACTRESS IN A SUPPORTING ROLE,False,Edna May Oliver,academy_award
1633,1939,ACTRESS IN A SUPPORTING ROLE,False,Maria Ouspenskaya,academy_award
1634,1940,ACTRESS IN A SUPPORTING ROLE,False,Judith Anderson,academy_award
1635,1940,ACTRESS IN A SUPPORTING ROLE,True,Jane Darwell,academy_award
1636,1940,ACTRESS IN A SUPPORTING ROLE,False,Ruth Hussey,academy_award
1637,1940,ACTRESS IN A SUPPORTING ROLE,False,Barbara O'Neil,academy_award
1638,1940,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Rambeau,academy_award
1639,1941,ACTRESS IN A SUPPORTING ROLE,False,Sara Allgood,academy_award
1640,1941,ACTRESS IN A SUPPORTING ROLE,True,Mary Astor,academy_award
1641,1941,ACTRESS IN A SUPPORTING ROLE,False,Patricia Collinge,academy_award
1642,1941,ACTRESS IN A SUPPORTING ROLE,False,Teresa Wright,academy_award
1643,1941,ACTRESS IN A SUPPORTING ROLE,False,Margaret Wycherly,academy_award
1644,1942,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper,academy_award
1645,1942,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead,academy_award
1646,1942,ACTRESS IN A SUPPORTING ROLE,False,Susan Peters,academy_award
1647,1942,ACTRESS IN A SUPPORTING ROLE,False,Dame May Whitty,academy_award
1648,1942,ACTRESS IN A SUPPORTING ROLE,True,Teresa Wright,academy_award
1649,1943,ACTRESS IN A SUPPORTING ROLE,False,Gladys Cooper,academy_award
1650,1943,ACTRESS IN A SUPPORTING ROLE,False,Paulette Goddard,academy_award
1651,1943,ACTRESS IN A SUPPORTING ROLE,True,Katina Paxinou,academy_award
1652,1943,ACTRESS IN A SUPPORTING ROLE,False,Anne Revere,academy_award
1653,1943,ACTRESS IN A SUPPORTING ROLE,False,Lucile Watson,academy_award
1654,1944,ACTRESS IN A SUPPORTING ROLE,True,Ethel Barrymore,academy_award
1655,1944,ACTRESS IN A SUPPORTING ROLE,False,Jennifer Jones,academy_award
1656,1944,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury,academy_award
1657,1944,ACTRESS IN A SUPPORTING ROLE,False,Aline MacMahon,academy_award
1658,1944,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead,academy_award
1659,1945,ACTRESS IN A SUPPORTING ROLE,False,Eve Arden,academy_award
1660,1945,ACTRESS IN A SUPPORTING ROLE,False,Ann Blyth,academy_award
1661,1945,ACTRESS IN A SUPPORTING ROLE,False,Angela Lansbury,academy_award
1662,1945,ACTRESS IN A SUPPORTING ROLE,False,Joan Lorring,academy_award
1663,1945,ACTRESS IN A SUPPORTING ROLE,True,Anne Revere,academy_award
1664,1946,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore,academy_award
1665,1946,ACTRESS IN A SUPPORTING ROLE,True,Anne Baxter,academy_award
1666,1946,ACTRESS IN A SUPPORTING ROLE,False,Lillian Gish,academy_award
1667,1946,ACTRESS IN A SUPPORTING ROLE,False,Flora Robson,academy_award
1668,1946,ACTRESS IN A SUPPORTING ROLE,False,Gale Sondergaard,academy_award
1669,1947,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore,academy_award
1670,1947,ACTRESS IN A SUPPORTING ROLE,False,Gloria Grahame,academy_award
1671,1947,ACTRESS IN A SUPPORTING ROLE,True,Celeste Holm,academy_award
1672,1947,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Main,academy_award
1673,1947,ACTRESS IN A SUPPORTING ROLE,False,Anne Revere,academy_award
1674,1948,ACTRESS IN A SUPPORTING ROLE,False,Barbara Bel Geddes,academy_award
1675,1948,ACTRESS IN A SUPPORTING ROLE,False,Ellen Corby,academy_award
1676,1948,ACTRESS IN A SUPPORTING ROLE,False,Agnes Moorehead,academy_award
1677,1948,ACTRESS IN A SUPPORTING ROLE,False,Jean Simmons,academy_award
1678,1948,ACTRESS IN A SUPPORTING ROLE,True,Claire Trevor,academy_award
1679,1949,ACTRESS IN A SUPPORTING ROLE,False,Ethel Barrymore,academy_award
1680,1949,ACTRESS IN A SUPPORTING ROLE,False,Celeste Holm,academy_award
1681,1949,ACTRESS IN A SUPPORTING ROLE,False,Elsa Lanchester,academy_award
1682,1949,ACTRESS IN A SUPPORTING ROLE,True,Mercedes McCambridge,academy_award
1683,1949,ACTRESS IN A SUPPORTING ROLE,False,Ethel Waters,academy_award
1684,1950,ACTRESS IN A SUPPORTING ROLE,False,Hope Emerson,academy_award
1685,1950,ACTRESS IN A SUPPORTING ROLE,False,Celeste Holm,academy_award
1686,1950,ACTRESS IN A SUPPORTING ROLE,True,Josephine Hull,academy_award
1687,1950,ACTRESS IN A SUPPORTING ROLE,False,Nancy Olson,academy_award
1688,1950,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1689,1951,ACTRESS IN A SUPPORTING ROLE,False,Joan Blondell,academy_award
1690,1951,ACTRESS IN A SUPPORTING ROLE,False,Mildred Dunnock,academy_award
1691,1951,ACTRESS IN A SUPPORTING ROLE,False,Lee Grant,academy_award
1692,1951,ACTRESS IN A SUPPORTING ROLE,True,Kim Hunter,academy_award
1693,1951,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1694,1952,ACTRESS IN A SUPPORTING ROLE,True,Gloria Grahame,academy_award
1695,1952,ACTRESS IN A SUPPORTING ROLE,False,Jean Hagen,academy_award
1696,1952,ACTRESS IN A SUPPORTING ROLE,False,Colette Marchand,academy_award
1697,1952,ACTRESS IN A SUPPORTING ROLE,False,Terry Moore,academy_award
1698,1952,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1699,1953,ACTRESS IN A SUPPORTING ROLE,False,Grace Kelly,academy_award
1700,1953,ACTRESS IN A SUPPORTING ROLE,False,Geraldine Page,academy_award
1701,1953,ACTRESS IN A SUPPORTING ROLE,False,Marjorie Rambeau,academy_award
1702,1953,ACTRESS IN A SUPPORTING ROLE,True,Donna Reed,academy_award
1703,1953,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1704,1954,ACTRESS IN A SUPPORTING ROLE,False,Nina Foch,academy_award
1705,1954,ACTRESS IN A SUPPORTING ROLE,False,Katy Jurado,academy_award
1706,1954,ACTRESS IN A SUPPORTING ROLE,True,Eva Marie Saint,academy_award
1707,1954,ACTRESS IN A SUPPORTING ROLE,False,Jan Sterling,academy_award
1708,1954,ACTRESS IN A SUPPORTING ROLE,False,Claire Trevor,academy_award
1709,1955,ACTRESS IN A SUPPORTING ROLE,False,Betsy Blair,academy_award
1710,1955,ACTRESS IN A SUPPORTING ROLE,False,Peggy Lee,academy_award
1711,1955,ACTRESS IN A SUPPORTING ROLE,False,Marisa Pavan,academy_award
1712,1955,ACTRESS IN A SUPPORTING ROLE,True,Jo Van Fleet,academy_award
1713,1955,ACTRESS IN A SUPPORTING ROLE,False,Natalie Wood,academy_award
1714,1956,ACTRESS IN A SUPPORTING ROLE,False,Mildred Dunnock,academy_award
1715,1956,ACTRESS IN A SUPPORTING ROLE,False,Eileen Heckart,academy_award
1716,1956,ACTRESS IN A SUPPORTING ROLE,False,Mercedes McCambridge,academy_award
1717,1956,ACTRESS IN A SUPPORTING ROLE,False,Patty McCormack,academy_award
1718,1956,ACTRESS IN A SUPPORTING ROLE,True,Dorothy Malone,academy_award
1719,1957,ACTRESS IN A SUPPORTING ROLE,False,Carolyn Jones,academy_award
1720,1957,ACTRESS IN A SUPPORTING ROLE,False,Elsa Lanchester,academy_award
1721,1957,ACTRESS IN A SUPPORTING ROLE,False,Hope Lange,academy_award
1722,1957,ACTRESS IN A SUPPORTING ROLE,True,Miyoshi Umeki,academy_award
1723,1957,ACTRESS IN A SUPPORTING ROLE,False,Diane Varsi,academy_award
1724,1958,ACTRESS IN A SUPPORTING ROLE,False,Peggy Cass,academy_award
1725,1958,ACTRESS IN A SUPPORTING ROLE,True,Wendy Hiller,academy_award
1726,1958,ACTRESS IN A SUPPORTING ROLE,False,Martha Hyer,academy_award
1727,1958,ACTRESS IN A SUPPORTING ROLE,False,Maureen Stapleton,academy_award
1728,1958,ACTRESS IN A SUPPORTING ROLE,False,Cara Williams,academy_award
1729,1959,ACTRESS IN A SUPPORTING ROLE,False,Hermione Baddeley,academy_award
1730,1959,ACTRESS IN A SUPPORTING ROLE,False,Susan Kohner,academy_award
1731,1959,ACTRESS IN A SUPPORTING ROLE,False,Juanita Moore,academy_award
1732,1959,ACTRESS IN A SUPPORTING ROLE,False,Thelma Ritter,academy_award
1733,1959,ACTRESS IN A SUPPORTING ROLE,True,Shelley Winters,academy_award
1734,1960,ACTRESS IN A SUPPORTING ROLE,False,Glynis Johns,academy_award
1735,1960,ACTRESS IN A SUPPORTING ROLE,True,Shirley Jones,academy_award
1736,1960,ACTRESS IN A SUPPORTING ROLE,False,Shirley Knight,academy_award
1737,1960,ACTRESS IN A SUPPORTING ROLE,False,Janet Leigh,academy_award
1738,1960,ACTRESS IN A SUPPORTING ROLE,False,Mary Ure,academy_award
1739,1961,ACTRESS IN A SUPPORTING ROLE,False,Fay Bainter,academy_award
1740,1961,ACTRESS IN A SUPPORTING ROLE,False,Judy Garland,academy_award
1741,1961,ACTRESS IN A SUPPORTING ROLE,False,Lotte Lenya,academy_award
1742,1961,ACTRESS IN A SUPPORTING ROLE,False,Una Merkel,academy_award
1743,1961,ACTRESS IN A SUPPORTING ROLE,True,Rita Moreno,academy_award
1744,1962,ACTRESS IN A SUPPORTING ROLE,False,Mary Badham,academy_award
